,project,global_tags,operators,XP,cell_lines,coating,thawing,cell_number,seeding,culture,fixation,mesurement,plate_ref,comments,staining,measurement
3447,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3448,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3449,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3450,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3451,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3452,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3453,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3454,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3455,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3456,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3457,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3458,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3459,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3460,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3461,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3462,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3463,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3464,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3465,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3466,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3467,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3468,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],CP3-SC1-24,[],,[],
3469,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],CP3-SC1-25,[],,[],
3470,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP3-SC1-21,CP3-SC1-13,CP3-SC1-14,CP3-SC1-19,CP3-SC1-02,CP3-SC1-05,CP3-SC1-17,CP3-SC1-16,CP3-SC1-08,CP3-SC1-22,CP3-SC1-03,CP3-SC1-25,CP3-SC1-06,CP3-SC1-24,CP3-SC1-20,CP3-SC1-11,CP3-SC1-07,CP3-SC1-23,CP6-SC1-02,CP3-SC1-15,CP3-SC1-01,CP3-SC1-18,CP3-SC1-09,CP3-SC1-10,CP3-SC1-04,CP3-SC1-12",[],,[],
3471,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3472,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3473,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3474,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3475,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3476,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3477,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3478,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3479,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3480,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3481,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3482,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3483,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3484,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3485,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3486,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3487,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3488,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3489,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3490,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3491,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3492,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],"CP4-SC1-11,CP4-SC1-17,CP4-SC1-16,CP4-SC1-02,CP4-SC1-01,CP4-SC1-08,CP6-SC1-04,CP4-SC1-22,CP4-SC1-10,CP4-SC1-20,CP4-SC1-15,CP4-SC1-03,CP4-SC1-04,CP6-SC1-03,CP4-SC1-14,CP6-SC1-05,CP4-SC1-19,CP4-SC1-05,CP4-SC1-06,CP4-SC1-12,CP4-SC1-21,CP4-SC1-23,CP4-SC1-09,CP4-SC1-07,CP4-SC1-13",[],,[],
3493,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],CP4-SC1-24,[],,[],
3494,JUMP-CP,[],"{'XP': 'AW', 'staining': ''}",,[],[],[],,[],,[],CP4-SC1-25,[],,[],
