,project,global_tags,operators,XP,cell_lines,coating,thawing,cell_number,seeding,culture,fixation,mesurement,plate_ref,comments,staining,measurement
1741,MFM,"['x20', 'Myriamed Line']",,W001-037 (mycell WT) 5k/cell; 7k/cell; 9k/cell Mitotracker concentration test,['W-001-037 (WT myrcell)'],"{'date': 'Thu Sep 17 2020', 'tag': 'Matrigel 1/60'}","{'date': 'Thu Sep 17 2020', 'tag': '2 vials'}",6.7 M cells,"{'date': 'Thu Sep 17 2020', 'tag': ['9k', '5k', '7k']}","culture during 6 days media change zevery 2 days with medium RPMI(glutamax, HEPES) B27; Ascorbic Acid; Sodium pyruvate ","{'date': 'Wed Sep 23 2020', 'tag': ''}","MFM Myrmd W001-037 wt CM-HIPSC 7J - Live Staining- 40X,MFM  WT1 CM-HIPSC 8J - cell painting staining- 20X,MFM WT1 CM-HIPSC 7J - Live Staining fixed cells - 20X,MFM Myrmd D004-001 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W004 017 wt CM-HIPSC 9J - ACT TNT MITO- 20X,MFM  WT1 CM-HIPSC 8J -ACT TNT Mito ou NC- 20X,MFM-EPI61 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM Myrmd W001-037 wt CM-HIPSC 6J - ACT TNT MITO- 20X,MFM-n61 30318 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM  WT1 CM-HIPSC 8J - cell painting staining + ACT - 20X,MFM Myrmd D004 001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM-pc130 C2 VB14 MUT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X",Greiner 781091,500 nM look to be the best concentration ,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:1000', 'secondary_anti': 'AF 488', 'secondary_ref': 'ThermoS A32766', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF 555', 'secondary_ref': 'ThermoS A32794', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Mitotracker deep red ', 'secondary_ref': 'M22426', 'secondary_dil': '1:0'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:1500'}]",
1742,MFM,"['x20', 'Myriamed Line']",,W001-037 (mycell WT) 5k/cell; 7k/cell; 9k/cell Mitotracker concentration test,['W-001-037 (WT myrcell)'],"{'date': 'Thu Sep 17 2020', 'tag': 'Matrigel 1/60'}","{'date': 'Thu Sep 17 2020', 'tag': '2 vials'}",6.7 M cells,"{'date': 'Thu Sep 17 2020', 'tag': ['9k', '5k', '7k']}","culture during 6 days media change zevery 2 days with medium RPMI(glutamax, HEPES) B27; Ascorbic Acid; Sodium pyruvate ","{'date': 'Wed Sep 23 2020', 'tag': ''}","MFM Myrmd W001-037 wt CM-HIPSC 7J - Live Staining- 40X,MFM  WT1 CM-HIPSC 8J - cell painting staining- 20X,MFM WT1 CM-HIPSC 7J - Live Staining fixed cells - 20X,MFM Myrmd D004-001 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W004 017 wt CM-HIPSC 9J - ACT TNT MITO- 20X,MFM  WT1 CM-HIPSC 8J -ACT TNT Mito ou NC- 20X,MFM-EPI61 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM Myrmd W001-037 wt CM-HIPSC 6J - ACT TNT MITO- 20X,MFM-n61 30318 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM  WT1 CM-HIPSC 8J - cell painting staining + ACT - 20X,MFM Myrmd D004 001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM-pc130 C2 VB14 MUT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X",Greiner 781091,500 nM look to be the best concentration ,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:1000', 'secondary_anti': 'AF 488', 'secondary_ref': 'ThermoS A32766', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF 555', 'secondary_ref': 'ThermoS A32794', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Mitotracker deep red ', 'secondary_ref': 'M22426', 'secondary_dil': '1:0'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:1500'}]",
1743,MFM,[],"{'XP': 'Vivien', 'staining': ''}",MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,"['W-001-037 (WT)', 'D005-008 (PC130 C15, mut)']","[{'date': '7/22/2020', 'tag': 'Matrigel 1/60'}]","[{'date': '7/22/2020', 'tag': '1 vial'}]","1,575 M cell","[{'date': '7/22/2020', 'tag': '3k'}, {'date': '7/22/2020', 'tag': '5k'}, {'date': '7/22/2020', 'tag': '7k'}]",RPMI B27 Ascorbic acid Sodium pyruvate,"[{'date': '7/31/2020', 'tag': 'PFA 4% 20 min'}]",MFM Myrmd D004-001 Mut CM-HIPSC 8J - DES ACT TNT - 20X,['Greiner 781091'],,"[{'date': '08/5/2020', 'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': {'value': '500.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF 555', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}, {'date': '08/5/2020', 'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': {'value': '3000.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF647', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}, {'date': '08/5/2020', 'primary_anti': 'Desmin', 'primary_ref': 'AF3844', 'primary_dil': {'value': '3000.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF 488', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}]",
1744,MFM,"['x20', 'Myriamed Line']",,W001-037 (mycell WT) 5k/cell; 7k/cell; 9k/cell Mitotracker concentration test,['W-001-037 (WT myrcell)'],"{'date': 'Thu Sep 17 2020', 'tag': 'Matrigel 1/60'}","{'date': 'Thu Sep 17 2020', 'tag': '2 vials'}",6.7 M cells,"{'date': 'Thu Sep 17 2020', 'tag': ['9k', '5k', '7k']}","culture during 6 days media change zevery 2 days with medium RPMI(glutamax, HEPES) B27; Ascorbic Acid; Sodium pyruvate ","{'date': 'Wed Sep 23 2020', 'tag': ''}","MFM Myrmd W001-037 wt CM-HIPSC 7J - Live Staining- 40X,MFM  WT1 CM-HIPSC 8J - cell painting staining- 20X,MFM WT1 CM-HIPSC 7J - Live Staining fixed cells - 20X,MFM Myrmd D004-001 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W004 017 wt CM-HIPSC 9J - ACT TNT MITO- 20X,MFM  WT1 CM-HIPSC 8J -ACT TNT Mito ou NC- 20X,MFM-EPI61 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM Myrmd W001-037 wt CM-HIPSC 6J - ACT TNT MITO- 20X,MFM-n61 30318 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM  WT1 CM-HIPSC 8J - cell painting staining + ACT - 20X,MFM Myrmd D004 001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM-pc130 C2 VB14 MUT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X",Greiner 781091,500 nM look to be the best concentration ,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:1000', 'secondary_anti': 'AF 488', 'secondary_ref': 'ThermoS A32766', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF 555', 'secondary_ref': 'ThermoS A32794', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Mitotracker deep red ', 'secondary_ref': 'M22426', 'secondary_dil': '1:0'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:1500'}]",
1745,MFM,[],"{'XP': 'Vivien', 'staining': ''}",MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,"['W-001-037 (WT)', 'D005-008 (PC130 C15, mut)']","[{'date': '7/22/2020', 'tag': 'Matrigel 1/60'}]","[{'date': '7/22/2020', 'tag': '1 vial'}]",2.1 M cell,"[{'date': '7/22/2020', 'tag': '3k'}, {'date': '7/22/2020', 'tag': '5k'}, {'date': '7/22/2020', 'tag': '7k'}]",RPMI B27 Ascorbic acid Sodium pyruvate,"[{'date': '7/31/2020', 'tag': 'PFA 4% 20 min'}]",MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,['Greiner 781091'],,"[{'date': '08/5/2020', 'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': {'value': '500.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF 555', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}, {'date': '08/5/2020', 'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': {'value': '3000.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF647', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}, {'date': '08/5/2020', 'primary_anti': 'Desmin', 'primary_ref': 'AF3844', 'primary_dil': {'value': '3000.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF 488', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}]",
1746,MFM,[],"{'XP': 'Vivien', 'staining': ''}",MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X,['W-001-037 (WT)'],"[{'date': '7/22/2020', 'tag': 'Matrigel 1/60'}]","[{'date': '7/22/2020', 'tag': '1 vial'}]",1.893 cell,"[{'date': '7/22/2020', 'tag': '3k'}, {'date': '7/22/2020', 'tag': '5k'}, {'date': '7/22/2020', 'tag': '7k'}]",RPMI B27 Ascorbic acid Sodium pyruvate,"[{'date': '7/31/2020', 'tag': 'PFA 4% 20 min'}]",MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X,['Greiner 781091'],,"[{'date': '08/5/2020', 'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': {'value': '500.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF 555', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}, {'date': '08/5/2020', 'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': {'value': '3000.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF647', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}, {'date': '08/5/2020', 'primary_anti': 'Desmin', 'primary_ref': 'AF3844', 'primary_dil': {'value': '3000.00', 'unit': ''}, 'primary_batch': '', 'secondary_anti': 'AF 488', 'secondary_ref': '', 'secondary_dil': {'value': '1000.00', 'unit': ''}, 'secondary_batch': ''}]",
1747,MFM,"['x20', 'Myriamed Line']",,W001-037 (mycell WT) 5k/cell; 7k/cell; 9k/cell Mitotracker concentration test,['W-001-037 (WT myrcell)'],"{'date': 'Thu Sep 17 2020', 'tag': 'Matrigel 1/60'}","{'date': 'Thu Sep 17 2020', 'tag': '2 vials'}",6.7 M cells,"{'date': 'Thu Sep 17 2020', 'tag': ['9k', '5k', '7k']}","culture during 6 days media change zevery 2 days with medium RPMI(glutamax, HEPES) B27; Ascorbic Acid; Sodium pyruvate ","{'date': 'Wed Sep 23 2020', 'tag': ''}",MFM Myrmd W001-037 wt CM-HIPSC 6J - ACT TNT MITO- 20X,Greiner 781091,500 nM look to be the best concentration ,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:1000', 'secondary_anti': 'AF 488', 'secondary_ref': 'ThermoS A32766', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF 555', 'secondary_ref': 'ThermoS A32794', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Mitotracker deep red ', 'secondary_ref': 'M22426', 'secondary_dil': '1:0'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:1500'}]",
1748,MFM,"['x20', 'Myriamed Line']",,W001-037 (mycell WT) 5k/cell; 7k/cell; 9k/cell Mitotracker concentration test,['W-001-037 (WT myrcell)'],"{'date': 'Thu Sep 17 2020', 'tag': 'Matrigel 1/60'}","{'date': 'Thu Sep 17 2020', 'tag': '2 vials'}",6.7 M cells,"{'date': 'Thu Sep 17 2020', 'tag': ['9k', '5k', '7k']}","culture during 6 days media change zevery 2 days with medium RPMI(glutamax, HEPES) B27; Ascorbic Acid; Sodium pyruvate ","{'date': 'Wed Sep 23 2020', 'tag': ''}","MFM Myrmd W001-037 wt CM-HIPSC 7J - Live Staining- 40X,MFM  WT1 CM-HIPSC 8J - cell painting staining- 20X,MFM WT1 CM-HIPSC 7J - Live Staining fixed cells - 20X,MFM Myrmd D004-001 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W004 017 wt CM-HIPSC 9J - ACT TNT MITO- 20X,MFM  WT1 CM-HIPSC 8J -ACT TNT Mito ou NC- 20X,MFM-EPI61 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM Myrmd W001-037 wt CM-HIPSC 6J - ACT TNT MITO- 20X,MFM-n61 30318 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM  WT1 CM-HIPSC 8J - cell painting staining + ACT - 20X,MFM Myrmd D004 001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM-pc130 C2 VB14 MUT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X",Greiner 781091,500 nM look to be the best concentration ,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:1000', 'secondary_anti': 'AF 488', 'secondary_ref': 'ThermoS A32766', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF 555', 'secondary_ref': 'ThermoS A32794', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Mitotracker deep red ', 'secondary_ref': 'M22426', 'secondary_dil': '1:0'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:1500'}]",
1749,MFM,"['x20', 'Myriamed Line']",,W001-037 (mycell WT) 5k/cell; 7k/cell; 9k/cell Mitotracker concentration test,['W-001-037 (WT myrcell)'],"{'date': 'Thu Sep 17 2020', 'tag': 'Matrigel 1/60'}","{'date': 'Thu Sep 17 2020', 'tag': '2 vials'}",6.7 M cells,"{'date': 'Thu Sep 17 2020', 'tag': ['9k', '5k', '7k']}","culture during 6 days media change zevery 2 days with medium RPMI(glutamax, HEPES) B27; Ascorbic Acid; Sodium pyruvate ","{'date': 'Wed Sep 23 2020', 'tag': ''}","MFM Myrmd W001-037 wt CM-HIPSC 7J - Live Staining- 40X,MFM  WT1 CM-HIPSC 8J - cell painting staining- 20X,MFM WT1 CM-HIPSC 7J - Live Staining fixed cells - 20X,MFM Myrmd D004-001 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W004 017 wt CM-HIPSC 9J - ACT TNT MITO- 20X,MFM  WT1 CM-HIPSC 8J -ACT TNT Mito ou NC- 20X,MFM-EPI61 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM Myrmd W001-037 wt CM-HIPSC 6J - ACT TNT MITO- 20X,MFM-n61 30318 WT CM-HIPSC 8J - DES ACT TNT - 20X,MFM  WT1 CM-HIPSC 8J - cell painting staining + ACT - 20X,MFM Myrmd D004 001 mut CM-HIPSC 9J - ACT TNT MITO- 20X,MFM-pc130 C2 VB14 MUT CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd D005-008 Mut CM-HIPSC 8J - DES ACT TNT - 20X,MFM Myrmd W-001-037 WT CM-HIPSC 8J - DES ACT TNT - 20X",Greiner 781091,500 nM look to be the best concentration ,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:1000', 'secondary_anti': 'AF 488', 'secondary_ref': 'ThermoS A32766', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF 555', 'secondary_ref': 'ThermoS A32794', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Mitotracker deep red ', 'secondary_ref': 'M22426', 'secondary_dil': '1:0'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:0', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:1500'}]",
1750,MFM,[],,Sorbonne University,['EPI N1 hiPSCs-CM (WT)'],"{'date': 'Tue Jul 7 2020', 'tag': ''}","{'date': 'Tue Jul 7 2020', 'tag': ''}",814 000 cells in 1 vial,"{'date': 'Tue Jul 7 2020', 'tag': ['3k', '5k', '7k']}",RPMI + B27 + P/S,"{'date': 'Wed Jul 17 2019', 'tag': ''}",MFM-EPI61 WT CM-HIPSC 8J - DES ACT TNT - 20X,,,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:500', 'secondary_anti': 'AF 555', 'secondary_ref': 'A32773', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF647', 'secondary_ref': 'A32795', 'secondary_dil': '1:1000'}, {'primary_anti': 'Desmin', 'primary_ref': 'AF3844', 'primary_dil': '1:500', 'secondary_anti': 'AF 488', 'secondary_ref': 'A11055', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:500', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:3000'}]",
1751,MFM,[],,Sorbonne University,['N61 30318 hiPSCs-CM (WT)'],"{'date': 'Tue Jul 7 2020', 'tag': ''}","{'date': 'Tue Jul 7 2020', 'tag': ''}",1.164 M cells in 1 vial,"{'date': 'Tue Jul 7 2020', 'tag': ['3k', '5k', '7k']}",RPMI + B27 + P/S,"{'date': 'Wed Jul 17 2019', 'tag': ''}",MFM-n61 30318 WT CM-HIPSC 8J - DES ACT TNT - 20X,,,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:500', 'secondary_anti': 'AF 555', 'secondary_ref': 'A32773', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF647', 'secondary_ref': 'A32795', 'secondary_dil': '1:1000'}, {'primary_anti': 'Desmin', 'primary_ref': 'AF3844', 'primary_dil': '1:500', 'secondary_anti': 'AF 488', 'secondary_ref': 'A11055', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:500', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:3000'}]",
1752,MFM,[],,Sorbonne University,['VB14 PC130 C2 hiPSCs-CM (Mut)'],"{'date': 'Tue Jul 7 2020', 'tag': ''}","{'date': 'Tue Jul 7 2020', 'tag': ''}",700 000 cells in 1 vial,"{'date': 'Tue Jul 7 2020', 'tag': ['3k', '5k', '7k']}",RPMI + B27 + P/S,"{'date': 'Wed Jul 17 2019', 'tag': ''}",MFM-pc130 C2 VB14 MUT CM-HIPSC 8J - DES ACT TNT - 20X,,,"[{'primary_anti': 'a-Actinin', 'primary_ref': 'Sigma A7811', 'primary_dil': '1:500', 'secondary_anti': 'AF 555', 'secondary_ref': 'A32773', 'secondary_dil': '1:1000'}, {'primary_anti': 'c-Troponin-T', 'primary_ref': 'AB45932', 'primary_dil': '1:3000', 'secondary_anti': 'AF647', 'secondary_ref': 'A32795', 'secondary_dil': '1:1000'}, {'primary_anti': 'Desmin', 'primary_ref': 'AF3844', 'primary_dil': '1:500', 'secondary_anti': 'AF 488', 'secondary_ref': 'A11055', 'secondary_dil': '1:1000'}, {'primary_anti': '', 'primary_ref': '', 'primary_dil': '1:500', 'secondary_anti': 'Hoechst', 'secondary_ref': '', 'secondary_dil': '1:3000'}]",
1753,MIG,[],,,,,,,,,,,,,,
1754,MIG,[],,,,,,,,,,,,,,
1755,MIG,[],,,,,,,,,,,,,,
1756,MIG,[],,,,,,,,,,,,,,
1757,MIG,[],,,,,,,,,,,,,,
1758,MIG,[],,,,,,,,,,,,,,
1759,MIG,[],,,,,,,,,,,,,,
1760,MIG,[],,,,,,,,,,,,,,
1761,MIG,[],,,,,,,,,,,,,,
1762,MIG,[],,,,,,,,,,,,,,
1763,DM1,[],,,,,,,,,,,,,,
1764,DM1,[],,,,,,,,,,,,,,
1765,DM1,[],,,,,,,,,,,,,,
1766,DM1,[],,,,,,,,,,,,,,
1767,DM1,[],,,,,,,,,,,,,,
1768,DM1,[],,,,,,,,,,,,,,
1769,DM1,[],,,,,,,,,,,,,,
1770,DM1,[],,,,,,,,,,,,,,
1771,DM1,[],,,,,,,,,,,,,,
1772,DM1,[],,,,,,,,,,,,,,
1773,DM1,[],,,,,,,,,,,,,,
1774,DM1,[],,,,,,,,,,,,,,
1775,DM1,[],,,,,,,,,,,,,,
1776,DM1,[],,,,,,,,,,,,,,
1777,DM1,[],,,,,,,,,,,,,,
1778,DM1,[],,,,,,,,,,,,,,
1779,DM1,[],,,,,,,,,,,,,,
1780,DM1,[],,,,,,,,,,,,,,
1781,DM1,[],,,,,,,,,,,,,,
1782,DM1,[],,,,,,,,,,,,,,
1783,DM1,[],,,,,,,,,,,,,,
1784,DM1,[],,,,,,,,,,,,,,
1785,DM1,[],,,,,,,,,,,,,,
1786,DM1,[],,,,,,,,,,,,,,
1787,DM1,[],,,,,,,,,,,,,,
1788,DM1,[],,,,,,,,,,,,,,
1789,DM1,[],,,,,,,,,,,,,,
1790,DM1,[],,,,,,,,,,,,,,
1791,DM1,[],,,,,,,,,,,,,,
1792,DM1,[],,,,,,,,,,,,,,
1793,DM1,[],,,,,,,,,,,,,,
1794,DM1,[],,,,,,,,,,,,,,
1795,DM1,[],,,,,,,,,,,,,,
1796,DM1,[],,,,,,,,,,,,,,
1797,DM1,[],,,,,,,,,,,,,,
1798,DM1,[],,,,,,,,,,,,,,
1799,DM1,[],,,,,,,,,,,,,,
1800,DM1,[],,,,,,,,,,,,,,
1801,DM1,[],,,,,,,,,,,,,,
1802,DM1,[],,,,,,,,,,,,,,
1803,DM1,[],,,,,,,,,,,,,,
1804,DM1,[],,,,,,,,,,,,,,
1805,DM1,[],,,,,,,,,,,,,,
1806,DM1,[],,,,,,,,,,,,,,
1807,DM1,[],,,,,,,,,,,,,,
1808,DM1,[],,,,,,,,,,,,,,
1809,DM1,[],,,,,,,,,,,,,,
1810,DM1,[],,,,,,,,,,,,,,
1811,DM1,[],,,,,,,,,,,,,,
1812,DM1,[],,,,,,,,,,,,,,
1813,DM1,[],,,,,,,,,,,,,,
1814,DM1,[],,,,,,,,,,,,,,
1815,DM1,[],,,,,,,,,,,,,,
1816,DM1,[],,,,,,,,,,,,,,
1817,DM1,[],,,,,,,,,,,,,,
1818,DM1,[],,,,,,,,,,,,,,
1819,DM1,[],,,,,,,,,,,,,,
1820,DM1,[],,,,,,,,,,,,,,
1821,DM1,[],,,,,,,,,,,,,,
1822,DM1,[],,,,,,,,,,,,,,
1823,DM1,[],,,,,,,,,,,,,,
1824,DM1,[],,,,,,,,,,,,,,
1825,DM1,[],,,,,,,,,,,,,,
1826,DM1,[],,,,,,,,,,,,,,
1827,DM1,[],,,,,,,,,,,,,,
1828,DM1,[],,,,,,,,,,,,,,
1829,DM1,[],,,,,,,,,,,,,,
1830,DM1,[],,,,,,,,,,,,,,
1831,DM1,[],,,,,,,,,,,,,,
1832,DM1,[],,,,,,,,,,,,,,
1833,DM1,[],,,,,,,,,,,,,,
1834,DM1,[],,,,,,,,,,,,,,
1835,DM1,[],,,,,,,,,,,,,,
1836,DM1,[],,,,,,,,,,,,,,
1837,DM1,[],,,,,,,,,,,,,,
1838,DM1,[],,,,,,,,,,,,,,
1839,DM1,[],,,,,,,,,,,,,,
1840,DM1,[],,,,,,,,,,,,,,
1841,DM1,[],,,,,,,,,,,,,,
1842,DM1,[],,,,,,,,,,,,,,
1843,DM1,[],,,,,,,,,,,,,,
1844,DM1,[],,,,,,,,,,,,,,
1845,DM1,[],,,,,,,,,,,,,,
1846,DM1,[],,,,,,,,,,,,,,
1847,DM1,[],,,,,,,,,,,,,,
1848,DM1,[],,,,,,,,,,,,,,
1849,DM1,[],,,,,,,,,,,,,,
1850,DM1,[],,,,,,,,,,,,,,
1851,DM1,[],,,,,,,,,,,,,,
1852,DM1,[],,,,,,,,,,,,,,
1853,DM1,[],,,,,,,,,,,,,,
1854,DM1,[],,,,,,,,,,,,,,
1855,DM1,[],,,,,,,,,,,,,,
1856,DM1,[],,,,,,,,,,,,,,
1857,DM1,[],,,,,,,,,,,,,,
1858,DM1,[],,,,,,,,,,,,,,
1859,DM1,[],,,,,,,,,,,,,,
1860,DM1,[],,,,,,,,,,,,,,
1861,DM1,[],,,,,,,,,,,,,,
1862,DM1,[],,,,,,,,,,,,,,
1863,DM1,[],,,,,,,,,,,,,,
1864,DM1,[],,,,,,,,,,,,,,
1865,DM1,[],,,,,,,,,,,,,,
1866,DM1,[],,,,,,,,,,,,,,
1867,DM1,[],,,,,,,,,,,,,,
1868,DM1,[],,,,,,,,,,,,,,
1869,DM1,[],,,,,,,,,,,,,,
1870,DM1,[],,,,,,,,,,,,,,
1871,DM1,[],,,,,,,,,,,,,,
