sim,metabatchid
0.5875083731090511,BRD-K41599323-001-03-1
0.4521336064120589,BRD-K42191735-001-08-7
-0.10490536842199995,BRD-K42352790-001-11-9
0.7332641807255095,BRD-K43236057-001-07-1
0.4642210803763662,BRD-K43330982-001-04-9
0.48363535517971934,BRD-K43570081-001-02-4
-0.03814723587261894,BRD-K44067360-001-30-3
0.2858493276257912,BRD-K44227013-001-15-9
0.7513726789292621,BRD-K44432556-001-02-2
-0.07107568256138694,BRD-K44771174-066-01-0
0.18442711121208602,BRD-K45293975-001-01-2
-0.0006120501007918378,BRD-K45746021-003-01-9
0.3383361932641268,BRD-K46625559-001-01-8
0.5840601012753327,BRD-K47049295-300-03-1
0.3015833327563318,BRD-K47557313-001-02-7
0.23977781444147125,BRD-K47557313-001-03-9
0.44445285499107523,BRD-K47598052-001-14-1
-0.08941383160226607,BRD-K47738867-001-01-5
-0.08461422017575426,BRD-K47978074-001-03-2
0.3025676345782444,BRD-K48278478-001-01-2
-0.13184223652734575,BRD-K48722258-300-11-0
0.2700869203991398,BRD-K48830578-001-01-9
-0.03688434693230703,BRD-K49223707-001-01-0
0.796579998366245,BRD-K49350383-001-15-2
0.3126802834958952,BRD-K50055394-001-03-6
0.6388619414127468,BRD-K50199947-001-07-9
-0.13429034472755777,BRD-K50398167-236-22-7
0.22219331759004154,BRD-K50495309-001-02-0
0.01825490794775019,BRD-K50498985-001-03-3
0.18446251787016782,BRD-K50720187-050-09-0
0.5926346089986467,BRD-K50836978-001-04-9
-0.27286130216565974,BRD-K51265828-001-02-9
0.25405875798059535,BRD-K51485109-001-02-9
0.39395792166700944,BRD-K51662849-001-05-4
0.5207529445887461,BRD-K51899933-001-02-6
0.6891227446156499,BRD-K52075715-001-07-5
-0.02065557296404366,BRD-K52960356-001-15-5
0.21842598761950344,BRD-K53061490-003-13-9
-0.12396893615391723,BRD-K53234107-001-01-6
0.590455896291039,BRD-K53972329-001-12-9
0.11953338094641937,BRD-K54330070-001-15-4
0.18792146741750063,BRD-K55567017-001-12-3
-0.21598522160978742,BRD-K55966568-001-09-6
0.09986681030611343,BRD-K56740996-001-01-3
-0.1433142988295316,BRD-K56810756-003-07-7
-0.10744318079557243,BRD-K57313110-001-06-8
-0.18413863109865264,BRD-K57708067-001-02-9
0.5875145656089442,BRD-K58049875-001-03-9
0.7286772898047778,BRD-K58550667-001-08-7
0.6473174403717296,BRD-K58550667-001-12-9
0.0024609651834333578,BRD-K59058747-001-22-9
0.21227635291580038,BRD-K59325863-001-04-4
0.45677631586743767,BRD-K59632282-052-03-1
0.2351541489980518,BRD-K59831625-001-03-9
-0.1516601937356189,BRD-K60150510-001-15-6
0.7105572425883836,BRD-K60476892-001-17-9
-0.31431794797735896,BRD-K60659193-001-01-0
0.13286749878258547,BRD-K61250553-003-30-6
0.2656119889295309,BRD-K61397605-001-09-9
0.19333985073516644,BRD-K61642990-001-01-0
0.5359450859612683,BRD-K61688984-001-06-9
0.6960926023994567,BRD-K61845293-300-03-9
0.08207158418757902,BRD-K61918008-001-07-1
0.14071387905382682,BRD-K62810658-001-11-4
-0.15029931918430914,BRD-K62949423-001-04-9
-0.13278102858634253,BRD-K63430059-001-16-4
0.51374675738133,BRD-K64034691-001-01-9
-0.17144998261301797,BRD-K64054020-001-04-9
0.7315938924210419,BRD-K64800655-001-11-9
0.735714833813981,BRD-K64890080-001-14-9
-0.10526878112002183,BRD-K66430217-001-03-8
0.08536375254731587,BRD-K66788707-001-17-6
0.021952103453095256,BRD-K67017579-001-28-1
0.13696129869129825,BRD-K67637637-003-12-6
0.49421981510897267,BRD-K67915505-001-01-2
0.8072516363718591,BRD-K68143200-001-11-7
0.6070874684991941,BRD-K68164687-001-02-9
0.8711668553401436,BRD-K68567222-001-02-0
0.08824245647658621,BRD-K68982262-001-02-9
0.03056902470395255,BRD-K69122748-001-10-1
-0.08712675627828016,BRD-K69877120-001-02-9
0.2660636474401779,BRD-K70358946-001-14-0
0.5626148200694593,BRD-K70463136-001-02-9
-0.27170887790491677,BRD-K70586315-001-02-4
-0.06641044236355309,BRD-K70778732-003-27-5
-0.2757469260756205,BRD-K70821460-300-02-4
0.21076088832548523,BRD-K71106091-001-09-5
-0.10707435808670195,BRD-K72063794-003-02-9
0.7118549919089785,BRD-K72726508-001-02-1
0.7513548663194696,BRD-K72815923-034-01-2
0.12049047927736062,BRD-K73276278-305-02-9
-0.30947316916179,BRD-K73319509-001-12-9
-0.13382249507309685,BRD-K73789395-001-09-9
0.5704831225757596,BRD-K74514084-003-09-2
0.006745370007924582,BRD-K74913225-001-16-9
-0.26559177860590905,BRD-K75390981-300-04-9
0.08543830806261346,BRD-K75748943-300-02-9
-0.023087387287785664,BRD-K76037122-001-02-5
0.34097600784188004,BRD-K76674262-001-05-9
-0.3591839140136474,BRD-K76792669-001-08-1
0.04398457150407847,BRD-K76908866-001-08-9
-0.003900707378092022,BRD-K77060810-001-01-5
-0.172084157492409,BRD-K77087341-001-02-4
0.2784277376747458,BRD-K77220725-003-02-9
0.09618393184140016,BRD-K77627880-001-04-0
0.6394260534482606,BRD-K78122587-300-04-3
0.49958769745559056,BRD-K78126613-001-27-7
-0.09372513361575825,BRD-K78692225-001-24-5
0.0034718022823532458,BRD-K80451230-051-02-6
0.17436757904391428,BRD-K80666802-003-02-9
0.11544116676438773,BRD-K80935598-001-01-1
0.8690059569181946,BRD-K80970344-201-10-9
0.2968231016957873,BRD-K81197548-003-03-9
0.22993094889230542,BRD-K81405859-300-01-4
0.6794919364864855,BRD-K81801188-001-02-8
0.4973054196468943,BRD-K82818427-001-05-9
0.16580207816241566,BRD-K83896451-001-07-5
0.14489115504340186,BRD-K84266862-001-03-2
-0.034146532410881836,BRD-K84783599-001-01-0
0.2592668262107403,BRD-K86525559-001-07-8
0.49447631453030955,BRD-K86930074-001-06-9
0.2389258069440042,BRD-K87158025-003-09-9
0.7592372623070771,BRD-K87632963-001-05-9
0.2566228300538606,BRD-K87691185-001-01-2
0.7183216624235437,BRD-K87782578-001-03-9
0.7730514041316171,BRD-K89517477-001-01-4
0.7513735088227578,BRD-K89517477-001-03-9
0.14665598608831654,BRD-K90497590-001-07-5
0.7438181292814937,BRD-K90747162-001-02-9
0.311666834845302,BRD-K91188791-001-17-5
0.3062328902231672,BRD-K91283740-003-01-6
0.3807521268911442,BRD-K91370081-001-25-1
-0.15929249222318087,BRD-K91456750-001-01-9
0.025226200607043524,BRD-K91535048-001-01-2
-0.4538714054699783,BRD-K91543828-001-02-0
0.18800173560196892,BRD-K91822704-003-07-2
0.552242991658986,BRD-K91825936-001-03-9
0.39049719092946,BRD-K92049597-001-21-9
0.10067952518380008,BRD-K93632104-001-17-2
0.2515679362539174,BRD-K93779381-001-02-9
0.5334865141350409,BRD-K93788137-001-05-9
0.15159919844072467,BRD-K93942811-001-01-3
0.19164127630100614,BRD-K94342292-001-02-9
-0.12117694447504096,BRD-K94863486-001-02-2
0.44278091927665486,BRD-K95785537-001-22-3
0.22626170747777902,BRD-K97010173-001-04-1
-0.01270202660109539,BRD-K97072811-001-11-4
0.06330557989302078,BRD-K97091514-001-11-4
0.2269201569585685,BRD-K97181089-003-24-7
-0.02487504308914614,BRD-K98357249-001-02-9
0.19432311388214088,BRD-K98763141-001-30-8
0.49343867349472026,BRD-K99616396-316-05-3
0.09288964239986022,DMSO
0.14800045975354162,P1004-01
0.12195787122907763,P1011-01
0.26860479425038797,P1013-01
0.37855810602358625,P1015-01
0.4286718276473277,P1017-01
0.5618464766418546,P1023-01
0.25230448240256975,P1025-01
0.31235096369526466,P1026-01
0.323357093709111,P1029-01
0.3086206032332992,P1030-01
0.39810212084306346,P1034-01
0.2892555002488485,P1039-01
0.34542816754615935,P1049-01
0.3916164950946403,P1061-01
-0.08353858740541001,P1063-01
-0.2609657523785338,P1084-01
-0.18604099246874473,P1085-01
-0.25320729750787146,P1087-01
-0.3251749738806286,P1089-01
-0.0015951893423018886,P2001-01
-0.3247315152562412,P2002-01
-0.39472272054583457,P2003-01
-0.3132833753649407,P2004-01
-0.2145239442170702,P2005-01
-0.35159195270479027,P2006-01
-0.3349357686825803,P2007-01
-0.2963799523962059,P2008-01
-0.2509972376303239,P2009-01
-0.20302208763624963,P2010-01
-0.3727641664357402,P2011-01
-0.07248664188308844,P2012-01
-0.10193935011036696,P2013-01
-0.44650293557531257,P2014-01
-0.29106287763849764,P2015-01
-0.21804086575398438,P2016-01
0.8257467318955456,P2017-01
-0.4162851122522501,P2018-01
-0.30898737688140476,P2019-01
-0.3933796088574768,P2020-01
-0.05770204622541985,P2021-01
-0.19621476846093006,P2022-01
0.2633028706273738,P2023-01
-0.07515124341531025,P2024-01
0.08987952482058875,P2025-01
-0.34228458869607375,P2026-01
0.14066442060152126,P2027-01
0.05065107479553055,P2028-01
-0.07659295000776288,P2029-01
0.05935403388675421,P2030-01
0.384462096603318,P2031-01
-0.00541549546680227,P2032-01
-0.03468903748676646,P2033-01
-0.16425641503383712,P2034-01
-0.11274970649675417,P2035-01
0.18344551326551922,P2036-01
0.024107946139265042,P2037-01
-0.3485496016978128,P2038-01
0.12459264792925502,P2039-01
-0.21063428466882222,P2040-01
-0.06116838873835673,P2041-01
-0.11979000257463113,P2042-01
-0.07515975108022536,P2043-01
-0.142131992028001,P2044-01
-0.01277349399841269,P2045-01
0.19654477510706675,P2046-01
0.1369871860372909,P2047-01
-0.030191020116001433,P2048-01
-0.01201340925551414,P2049-01
-0.12522063582797682,P2050-01
-0.04984267282607915,P2051-01
-0.014880436108291782,P2052-01
-0.06894989346663516,P2053-01
-0.21257633827843428,P2054-01
0.3475652187921317,P2055-01
-0.08725800162307151,P2056-01
-0.17411696800709403,P2057-01
-0.2571750240650565,P2058-01
0.13514412816893828,P2059-01
0.16732507224981488,P2060-01
0.12467232476955091,P2061-01
-0.06661622545903986,P2062-01
0.18073683048494632,P2063-01
0.16559183352686077,P2064-01
-0.07512200969043448,P2065-01
-0.34021778700613364,P2066-01
0.1434570586480607,P2067-01
-0.08432673659195489,P2068-01
0.21901348862402056,P2069-01
0.17985902345772556,P2070-01
0.15134181899533003,P2071-01
0.09439942543986043,P2072-01
0.09577276919370306,P2073-01
-0.3168530646693942,P2074-01
0.005858234725677899,P2075-01
0.22093017678710386,P2076-01
0.4252242330336608,P2077-01
0.09773415780456314,P2078-01
0.31000320008770443,P2079-01
0.252245469118252,P2080-01
-0.4956539886270518,P2081-01
-0.3605187995697226,P2082-01
-0.46234855557220533,P2083-01
-0.5059705314249293,P2084-01
-0.4127432257576364,P2085-01
-0.42550211937447946,P2086-01
-0.12428958561781488,P2087-01
-0.24737535313636336,P2088-01
-0.5878380247588488,P2089-01
-0.5421361722245807,P2090-01
-0.282197687550862,P2091-01
-0.2956612743875237,P2092-01
-0.1794260128186734,P2093-01
-0.20042662309109846,P2094-01
0.13258659448670457,P2095-01
-0.14352489294813428,P2096-01
-0.4407239664194675,P2097-01
-0.31963803187294715,P2098-01
-0.3160773592331611,P2099-01
-0.10741877607722614,P2100-01
0.18842693785286696,P2101-01
-0.27877667794559124,P2102-01
-0.1529042973195188,P2103-01
-0.21728206112185372,P2104-01
-0.4500666320551708,P2105-01
-0.3152114127035482,P2106-01
-0.06506500603994331,P2107-01
-0.07783728583732852,P2108-01
-0.14793858829987264,P2109-01
0.1255362141040271,P2110-01
0.07471242314573409,P2111-01
0.009650623099338637,P2112-01
-0.310816269889938,P2113-01
-0.09864754995066378,P2114-01
-0.0896820612221505,P2115-01
-0.18177992527867734,P2116-01
-0.17566028569001887,P2117-01
0.19943920514570618,P2118-01
-0.1367043805088947,P2119-01
0.09330782748117024,P2120-01
-0.18090971899044672,P2121-01
-0.32770313038870047,P2122-01
-0.22915304130800784,P2123-01
0.0038274276953489082,P2124-01
0.2632749048249422,P2125-01
0.04013178618704986,P2126-01
0.6901635477473915,P2127-01
0.04886649565297844,P2128-01
-0.2949978155070071,P2129-01
-0.14791027427821765,P2130-01
-0.01981583371642541,P2131-01
-0.3741386458031969,P2132-01
0.2545062812900631,P2133-01
0.027986878293789666,P2134-01
-0.0741967170431606,P2135-01
0.20414113581655088,P2136-01
-0.24168781682518264,P2137-01
-0.2643392425471921,P2138-01
0.11904610141845055,P2139-01
0.1274413910660042,P2140-01
0.10621761695608435,P2141-01
0.14625165776999105,P2142-01
0.19496258395096255,P2143-01
-0.05832585402435346,P2144-01
-0.40270154694172206,P2145-01
-0.32428251329423785,P2146-01
0.022322130253602385,P2147-01
0.010251275669060183,P2148-01
-0.03919385332225898,P2149-01
0.07318226942474763,P2150-01
-0.002051449101985802,P2151-01
0.07140619678336929,P2152-01
-0.27052109051959067,P2153-01
-0.41065145057626073,P2154-01
-0.15682095243919358,P2155-01
0.16118177236985357,P2156-01
0.1599314450131898,P2157-01
0.005842142368174097,P2158-01
0.19306191486248891,P2159-01
0.20476198944708368,P2160-01
0.13827639060932276,P2161-01
-0.29948375638541247,P2162-01
-0.4224607595468873,P2163-01
-0.2473545415550726,P2164-01
0.30487923383468774,P2165-01
-0.04041039439464713,P2166-01
-0.401757852566188,P2167-01
-0.25469561779182337,P2168-01
-0.1344288897055237,P2169-01
-0.38858331778721106,P2170-01
-0.40431595388515706,P2171-01
-0.2826426568974731,P2172-01
-0.19918982027818727,P2173-01
-0.14294588621475587,P2174-01
-0.2199213567086168,P2175-01
-0.21595507901355865,P2176-01
-0.1617587724443592,P2177-01
-0.4288536003674432,P2178-01
0.04408270365926221,P2179-01
-0.17079220825138106,P2180-01
0.07238921504080019,P2181-01
-0.060044969356400274,P2182-01
0.20935423246652143,P2183-01
0.11152242638022276,P2184-01
0.08359228630803796,P2185-01
-0.39124561724175794,P2186-01
-0.019816137890754003,P2187-01
-0.00793962057496719,P2188-01
-0.03325378766466071,P2189-01
-0.097387020631787,P2190-01
0.2273801575857681,P2191-01
-0.20575113605483675,P2192-01
-0.04259597129806758,P2193-01
-0.30184065826468703,P2194-01
-0.09807631070054947,P2195-01
-0.27780279888908205,P2196-01
-0.30577046243070566,P2197-01
-0.22495840586784113,P2198-01
-0.0008491502714890412,P2199-01
-0.02314875182990794,P2200-01
-0.10747605067864723,P2201-01
-0.3667435761739653,P2202-01
-0.09466558060770235,P2203-01
-0.12117702773209092,P2204-01
0.1831807147480593,P2205-01
0.0708862929842346,P2206-01
0.4862933345599104,P2207-01
-0.10254305435408614,P2208-01
0.20312678513488033,P2209-01
-0.3028392468784296,P2210-01
0.043049380587237604,P2211-01
-0.004661230952160266,P2344-01
0.16805877427856178,P2345-01
-0.4790786465606427,P2346-01
-0.10844723100889202,P2347-01
-0.11515585718937393,P2348-01
-0.041848830217683555,P2349-01
-0.11065319515965842,P2350-01
0.0364396941617902,P2351-01
-0.16321896451336831,P2352-01
-0.07401162313678863,P2353-01
-0.012499099220593796,P2354-01
-0.058844234645249564,P2355-01
-0.1337445228427452,P2356-01
-0.11947826624936896,P2357-01
-0.13950486591313793,P2358-01
0.34964184839293694,P2359-01
-0.21954077797513208,P2360-01
-0.09712357031715585,P2361-01
-0.31979656556025277,P2362-01
-0.3326392951637042,P2363-01
-0.236280627694823,P2364-01
-0.11169942871114696,P2365-01
-0.3844923871560356,P2366-01
0.10240289867683455,P2367-01
-0.034091130487073275,P2368-01
-0.0035241376382447644,P2369-01
-0.06335793277101905,P2370-01
-0.17552391299045236,P2371-01
-0.013925984721112441,P2372-01
-0.037075095193040704,P2373-01
-0.1966185960596913,P2374-01
-0.12889718360921507,P2375-01
-0.12723841308951112,P2376-01
0.17494246725482512,P2377-01
-0.4373477205587639,P2378-01
-0.19570951302365266,P2379-01
-0.23586573901512078,P2380-01
-0.04336536539144383,P2381-01
-0.12989761058050212,P2382-01
-0.08111243827807134,P2383-01
0.0767655073166923,P2384-01
0.24015767604681193,P2385-01
-0.32186377033295094,P2386-01
0.018995963853047648,P2387-01
-0.06257736632102497,P2388-01
-0.04323156059166108,P2389-01
0.0719480228861768,P2390-01
0.04958407799822079,P2391-01
0.12598260314031695,P2392-01
0.25116262913878123,P2393-01
-0.216864768399882,P2394-01
0.050711328159446255,P2395-01
-0.13600680800655335,P2396-01
-0.02285895167793307,P2397-01
-0.09843857383039901,P2398-01
0.04920180196149384,P2399-01
-0.01078808534614464,P2400-01
-0.3465084401267095,P2401-01
-0.36721161565226706,P2402-01
-0.3588248822465857,P2403-01
-0.2026620587505709,P2404-01
-0.19200625025610102,P2405-01
-0.3386088233432226,P2406-01
-0.1320149480200276,P2407-01
0.04077056218880438,P2408-01
-0.43665032665306125,P2409-01
-0.47468799456202143,P2410-01
-0.2963649752572195,P2411-01
-0.42834606632847405,P2412-01
-0.317997849253475,P2413-01
-0.19512112307715376,P2414-01
-0.1749954508989786,P2415-01
0.08787998950873083,P2416-01
-0.1452862396784127,P2417-01
-0.4027311616858465,P2418-01
-0.15670566387427767,P2419-01
-0.3138432643525643,P2420-01
-0.3429654738273899,P2421-01
-0.2546954043727549,P2422-01
-0.05893526483965358,P2423-01
-0.0662871012402323,P2424-01
-0.21666817989067075,P2425-01
-0.3775971953669346,P2426-01
-0.17609142355777088,P2427-01
-0.11773095525792945,P2428-01
0.13608920432357013,P2429-01
0.05010472196172314,P2430-01
-0.10022765655457778,P2431-01
0.03671382591505982,P2432-01
-0.10351400091429927,P2433-01
-0.365270364983328,P2434-01
-0.1473506698173873,P2435-01
-0.030757667768738273,P2436-01
0.07757117768660618,P2437-01
0.00887789154287158,P2438-01
-0.3190460270925141,P2439-01
-0.2902295149848557,P2440-01
-0.3704291217002342,P2441-01
-0.32588127400243466,P2442-01
-0.31552628212091255,P2443-01
-0.13137688608630793,P2444-01
-0.08529151901760794,P2445-01
-0.2769025745391797,P2446-01
-0.1933017407008689,P2447-01
-0.10699227716981441,P2448-01
-0.3029914931808385,P2449-01
-0.18332798005564027,P2450-01
0.07710350224127337,P2451-01
-0.13685658146028892,P2452-01
-0.11794505411751104,P2453-01
-0.1962581891850969,P2454-01
0.0341052896705713,P2455-01
-0.06957893837307336,P2456-01
-0.1635553588351711,P2457-01
-0.23309050191490271,P2458-01
-0.031088508047092164,P2459-01
-0.21057872906261782,P2460-01
-0.10599132612487092,P2461-01
-0.19995176298459302,P2462-01
-0.1974438848822478,P2463-01
0.12355876102944484,P2464-01
-0.1086465216982341,P2465-01
-0.014210734293300966,P2466-01
0.1177225701634352,P2467-01
-0.009927808845210134,P2468-01
-0.14431902249845177,P2469-01
-0.13982513272149086,P2470-01
-0.15420245128081855,P2471-01
0.41038140360804387,P2472-01
-0.2684040708043171,P2473-01
-0.22670302173839793,P2474-01
0.009879894875966782,P2475-01
-0.20168454155728446,P2476-01
0.026622500718371647,P2477-01
0.026184663364742858,P2478-01
0.02316763592758865,P2479-01
0.21062696989846955,P2480-01
-0.023454336652768346,P2481-01
-0.3289596112506996,P2482-01
-0.1841289350953629,P2483-01
-0.26630649941053347,P2484-01
-0.2504257597182703,P2485-01
-0.31788145267982626,P2486-01
-0.25557294067972586,P2487-01
-0.23850635149549526,P2488-01
0.014504083776698002,P2489-01
-0.20312508101978025,P2490-01
-0.2864137605632485,P2491-01
-0.10895917415678062,P2492-01
-0.5197780811708013,P2493-01
-0.28080095741835637,P2494-01
-0.25657411463831287,P2495-01
-0.3669985647349556,P2496-01
0.00011920599023280097,P2497-01
-0.38947465307679413,P2498-01
-0.29474699894373396,P2499-01
-0.18868113307555145,P2500-01
0.24499134679253345,P2501-01
-0.26421024736327986,P2502-01
-0.16379123011552899,P2503-01
-0.17737870399780759,P2504-01
0.17282290167072586,P2505-01
-0.36946731533607885,P2506-01
-0.03162013485399583,P2507-01
-0.12117288246912274,P2508-01
-0.05351217270103592,P2509-01
0.0462775881408663,P2510-01
0.1209126754047026,P2511-01
-0.15400753684864077,P2512-01
-0.03838575564717238,P2513-01
-0.3468448000562888,P2514-01
-0.167666805343106,P2515-01
-0.14458253565625248,P2516-01
-0.24268395655868763,P2517-01
-0.1945824603811909,P2518-01
-0.17545721954590868,P2519-01
-0.17970079194551358,P2520-01
-0.024372807944126038,P2521-01
-0.27888109889597185,P2522-01
-0.24922020269460415,P2523-01
-0.004881087404862185,P2524-01
