Gene,Gene name,Cell line,TPM,pTPM,nTPM
ENSG00000078237,TIGAR,U2OS,5.3,6.6,5.1
ENSG00000078269,SYNJ2,U2OS,24.3,30.3,23.4
ENSG00000078295,ADCY2,U2OS,0.3,0.4,0.3
ENSG00000078369,GNB1,U2OS,281.0,350.6,269.6
ENSG00000078399,HOXA9,U2OS,10.3,12.8,9.9
ENSG00000078403,MLLT10,U2OS,24.1,30.1,23.1
ENSG00000078549,ADCYAP1R1,U2OS,0.7,0.9,0.7
ENSG00000078579,FGF20,U2OS,0.1,0.1,0.1
ENSG00000078618,NRDC,U2OS,79.8,99.4,76.6
ENSG00000078674,PCM1,U2OS,36.6,45.7,35.2
ENSG00000078699,CBFA2T2,U2OS,7.0,8.8,6.7
ENSG00000078747,ITCH,U2OS,34.1,42.5,32.7
ENSG00000078795,PKD2L2,U2OS,0.8,1.1,0.8
ENSG00000078900,TP73,U2OS,7.6,9.5,7.2
ENSG00000078967,UBE2D4,U2OS,4.9,6.1,4.7
ENSG00000079102,RUNX1T1,U2OS,0.1,0.1,0.1
ENSG00000079112,CDH17,U2OS,0.7,0.9,0.7
ENSG00000079150,FKBP7,U2OS,7.4,9.2,7.1
ENSG00000079215,SLC1A3,U2OS,16.1,20.2,15.4
ENSG00000079246,XRCC5,U2OS,209.9,261.3,201.7
ENSG00000079263,SP140,U2OS,0.7,0.9,0.7
ENSG00000079277,MKNK1,U2OS,1.8,2.2,1.7
ENSG00000079335,CDC14A,U2OS,4.6,5.8,4.4
ENSG00000079387,SENP1,U2OS,17.3,21.6,16.5
ENSG00000079432,CIC,U2OS,46.7,58.2,44.5
ENSG00000079435,LIPE,U2OS,8.3,10.3,7.9
ENSG00000079459,FDFT1,U2OS,24.2,30.2,23.1
ENSG00000079462,PAFAH1B3,U2OS,124.2,155.1,118.6
ENSG00000079616,KIF22,U2OS,68.0,84.7,65.0
ENSG00000079739,PGM1,U2OS,37.6,46.9,35.9
ENSG00000079785,DDX1,U2OS,120.2,149.7,115.8
ENSG00000079931,MOXD1,U2OS,18.3,22.8,17.3
ENSG00000079974,RABL2B,U2OS,30.2,37.7,28.8
ENSG00000079999,KEAP1,U2OS,42.1,52.5,40.4
ENSG00000080007,DDX43,U2OS,8.9,11.1,8.5
ENSG00000080031,PTPRH,U2OS,1.1,1.4,1.1
ENSG00000080166,DCT,U2OS,0.1,0.1,0.1
ENSG00000080224,EPHA6,U2OS,2.2,2.8,2.1
ENSG00000080293,SCTR,U2OS,0.1,0.1,0.1
ENSG00000080298,RFX3,U2OS,3.9,4.9,3.7
ENSG00000080371,RAB21,U2OS,2.2,2.8,2.1
ENSG00000080493,SLC4A4,U2OS,0.6,0.7,0.5
ENSG00000080511,RDH8,U2OS,0.0,0.0,0.0
ENSG00000080561,MID2,U2OS,1.7,2.1,1.6
ENSG00000080603,SRCAP,U2OS,30.6,38.2,29.2
ENSG00000080709,KCNN2,U2OS,0.4,0.5,0.4
ENSG00000080802,CNOT4,U2OS,8.4,10.5,8.1
ENSG00000080815,PSEN1,U2OS,41.5,51.8,39.7
ENSG00000080819,CPOX,U2OS,36.8,45.9,35.4
ENSG00000080823,MOK,U2OS,6.8,8.4,6.6
ENSG00000080824,HSP90AA1,U2OS,708.9,883.2,680.5
ENSG00000080839,RBL1,U2OS,15.9,19.8,15.2
ENSG00000081026,MAGI3,U2OS,9.4,11.7,9.0
ENSG00000081051,AFP,U2OS,0.0,0.0,0.0
ENSG00000081087,OSTM1,U2OS,7.5,9.3,7.2
ENSG00000081181,ARG2,U2OS,14.1,17.6,13.5
ENSG00000081189,MEF2C,U2OS,0.7,0.9,0.7
ENSG00000081248,CACNA1S,U2OS,0.0,0.0,0.0
ENSG00000081307,UBA5,U2OS,31.3,38.9,30.2
ENSG00000081377,CDC14B,U2OS,3.4,4.3,3.3
ENSG00000081479,LRP2,U2OS,0.0,0.0,0.0
ENSG00000081721,DUSP12,U2OS,27.5,34.3,26.6
ENSG00000081760,AACS,U2OS,19.4,24.2,18.6
ENSG00000081800,SLC13A1,U2OS,0.0,0.0,0.0
ENSG00000081913,PHLPP1,U2OS,2.7,3.3,2.5
ENSG00000081923,ATP8B1,U2OS,1.3,1.6,1.3
ENSG00000081985,IL12RB2,U2OS,0.1,0.1,0.0
ENSG00000082126,MPP4,U2OS,1.4,1.7,1.4
ENSG00000082146,STRADB,U2OS,14.4,17.9,13.8
ENSG00000082212,ME2,U2OS,29.6,36.9,28.3
ENSG00000082258,CCNT2,U2OS,14.3,17.8,13.7
ENSG00000082458,DLG3,U2OS,3.2,4.0,3.1
ENSG00000082482,KCNK2,U2OS,0.4,0.5,0.3
ENSG00000082512,TRAF5,U2OS,5.7,7.2,5.5
ENSG00000082556,OPRK1,U2OS,0.5,0.6,0.4
ENSG00000082641,NFE2L1,U2OS,157.9,197.1,151.1
ENSG00000082701,GSK3B,U2OS,52.5,65.4,50.4
ENSG00000082781,ITGB5,U2OS,198.0,246.8,189.1
ENSG00000082898,XPO1,U2OS,155.3,193.4,148.8
ENSG00000082996,RNF13,U2OS,13.3,16.5,12.7
ENSG00000083067,TRPM3,U2OS,0.2,0.3,0.2
ENSG00000083123,BCKDHB,U2OS,6.5,8.2,6.3
ENSG00000083168,KAT6A,U2OS,16.6,20.8,15.9
ENSG00000083290,ULK2,U2OS,1.5,1.9,1.4
ENSG00000083307,GRHL2,U2OS,0.0,0.0,0.0
ENSG00000083312,TNPO1,U2OS,97.5,121.4,93.5
ENSG00000083454,P2RX5,U2OS,2.8,3.4,2.7
ENSG00000083457,ITGAE,U2OS,0.0,0.0,0.0
ENSG00000083520,DIS3,U2OS,11.5,14.3,11.0
ENSG00000083720,OXCT1,U2OS,47.3,58.9,45.5
ENSG00000083750,RRAGB,U2OS,6.5,8.1,6.2
ENSG00000083807,SLC27A5,U2OS,7.9,9.8,7.6
ENSG00000083838,ZNF446,U2OS,4.2,5.3,4.1
ENSG00000084072,PPIE,U2OS,37.2,46.3,35.6
ENSG00000084073,ZMPSTE24,U2OS,40.1,49.9,38.8
ENSG00000084093,REST,U2OS,16.5,20.6,15.8
ENSG00000084110,HAL,U2OS,0.2,0.2,0.2
ENSG00000084207,GSTP1,U2OS,926.0,1154.2,887.6
ENSG00000084234,APLP2,U2OS,246.0,307.0,235.0
ENSG00000084463,WBP11,U2OS,57.6,71.7,55.3
ENSG00000084623,EIF3I,U2OS,317.6,395.3,305.6
ENSG00000084674,APOB,U2OS,0.0,0.0,0.0
ENSG00000084676,NCOA1,U2OS,11.6,14.5,11.2
ENSG00000084693,AGBL5,U2OS,43.1,53.8,41.1
ENSG00000084731,KIF3C,U2OS,15.8,19.7,15.0
ENSG00000084733,RAB10,U2OS,46.7,58.1,45.0
ENSG00000084734,GCKR,U2OS,0.4,0.5,0.4
ENSG00000084754,HADHA,U2OS,84.1,105.1,80.5
ENSG00000084764,MAPRE3,U2OS,10.0,12.4,9.6
ENSG00000084774,CAD,U2OS,43.4,54.0,41.6
ENSG00000085224,ATRX,U2OS,72.0,89.7,68.9
ENSG00000085274,MYNN,U2OS,4.4,5.5,4.2
ENSG00000085276,MECOM,U2OS,6.2,7.7,5.9
ENSG00000085377,PREP,U2OS,21.8,27.1,20.9
ENSG00000085382,HACE1,U2OS,3.2,4.0,3.1
ENSG00000085465,OVGP1,U2OS,0.3,0.3,0.2
ENSG00000085511,MAP3K4,U2OS,15.2,19.0,14.6
ENSG00000085563,ABCB1,U2OS,3.3,4.1,3.1
ENSG00000085644,ZNF213,U2OS,6.8,8.5,6.5
ENSG00000085662,AKR1B1,U2OS,118.6,147.8,113.6
ENSG00000085719,CPNE3,U2OS,38.7,48.2,37.0
ENSG00000085721,RRN3,U2OS,10.3,12.8,9.9
ENSG00000085760,MTIF2,U2OS,35.0,43.6,33.7
ENSG00000085871,MGST2,U2OS,26.8,33.4,25.7
ENSG00000085999,RAD54L,U2OS,28.6,35.7,27.4
ENSG00000086015,MAST2,U2OS,36.6,45.6,35.0
ENSG00000086061,DNAJA1,U2OS,233.5,290.6,224.9
ENSG00000086062,B4GALT1,U2OS,44.3,55.1,42.4
ENSG00000086102,NFX1,U2OS,17.6,21.9,17.0
ENSG00000086159,AQP6,U2OS,0.2,0.3,0.2
ENSG00000086189,DIMT1,U2OS,20.5,25.4,19.9
ENSG00000086205,FOLH1,U2OS,1.0,1.2,0.9
ENSG00000086288,NME8,U2OS,0.0,0.1,0.0
ENSG00000086475,SEPHS1,U2OS,113.5,141.7,108.4
ENSG00000086544,ITPKC,U2OS,6.3,7.9,6.1
ENSG00000086666,ZFAND6,U2OS,71.5,89.2,68.4
ENSG00000086696,HSD17B2,U2OS,0.4,0.5,0.4
ENSG00000086758,HUWE1,U2OS,67.9,84.7,65.1
ENSG00000086991,NOX4,U2OS,6.7,8.4,6.4
ENSG00000087008,ACOX3,U2OS,6.2,7.7,5.9
ENSG00000087076,HSD17B14,U2OS,6.6,8.3,6.3
ENSG00000087077,TRIP6,U2OS,159.6,199.0,153.4
ENSG00000087085,ACHE,U2OS,5.8,7.2,5.5
ENSG00000087088,BAX,U2OS,200.0,249.1,193.1
ENSG00000087095,NLK,U2OS,11.9,14.8,11.4
ENSG00000087116,ADAMTS2,U2OS,3.3,4.1,3.1
ENSG00000087128,TMPRSS11E,U2OS,0.0,0.0,0.0
ENSG00000087157,PGS1,U2OS,21.9,27.4,20.9
ENSG00000087191,PSMC5,U2OS,312.7,389.7,301.1
ENSG00000087237,CETP,U2OS,0.0,0.0,0.0
ENSG00000087245,MMP2,U2OS,195.4,244.1,186.0
ENSG00000087274,ADD1,U2OS,51.5,64.2,49.3
ENSG00000087299,L2HGDH,U2OS,26.1,32.7,25.1
ENSG00000087301,TXNDC16,U2OS,3.4,4.2,3.2
ENSG00000087460,GNAS,U2OS,1460.2,1820.0,1398.6
ENSG00000087470,DNM1L,U2OS,48.5,60.4,46.4
ENSG00000087510,TFAP2C,U2OS,0.2,0.3,0.2
ENSG00000087842,PIR,U2OS,9.9,12.3,9.4
ENSG00000087903,RFX2,U2OS,5.8,7.2,5.6
ENSG00000088035,ALG6,U2OS,0.6,0.7,0.6
ENSG00000088053,GP6,U2OS,3.2,3.9,3.0
ENSG00000088179,PTPN4,U2OS,6.0,7.5,5.8
ENSG00000088205,DDX18,U2OS,76.2,94.8,73.6
ENSG00000088247,KHSRP,U2OS,145.6,181.2,140.2
ENSG00000088256,GNA11,U2OS,34.0,42.4,32.7
ENSG00000088298,EDEM2,U2OS,25.7,32.1,24.5
ENSG00000088305,DNMT3B,U2OS,15.2,19.0,14.5
ENSG00000088386,SLC15A1,U2OS,0.1,0.1,0.1
ENSG00000088448,ANKRD10,U2OS,28.3,35.3,27.2
ENSG00000088451,TGDS,U2OS,12.9,16.0,12.4
ENSG00000088727,KIF9,U2OS,9.9,12.3,9.5
ENSG00000088766,CRLS1,U2OS,27.0,33.5,26.0
ENSG00000088826,SMOX,U2OS,14.8,18.5,14.1
ENSG00000088832,FKBP1A,U2OS,166.4,207.0,160.7
ENSG00000088836,SLC4A11,U2OS,6.8,8.5,6.5
ENSG00000088881,EBF4,U2OS,1.4,1.8,1.3
ENSG00000088926,F11,U2OS,0.0,0.0,0.0
ENSG00000088930,XRN2,U2OS,74.4,92.7,71.3
ENSG00000088986,DYNLL1,U2OS,488.2,608.1,469.9
ENSG00000089006,SNX5,U2OS,95.8,119.4,92.3
ENSG00000089022,MAPKAPK5,U2OS,24.8,30.8,23.9
ENSG00000089050,RBBP9,U2OS,8.7,10.9,8.3
ENSG00000089053,ANAPC5,U2OS,45.4,56.5,43.6
ENSG00000089057,SLC23A2,U2OS,11.0,13.7,10.5
ENSG00000089127,OAS1,U2OS,0.4,0.6,0.4
ENSG00000089154,GCN1,U2OS,39.8,49.6,38.1
ENSG00000089159,PXN,U2OS,74.8,93.1,71.7
ENSG00000089177,KIF16B,U2OS,6.1,7.6,5.8
ENSG00000089225,TBX5,U2OS,0.4,0.6,0.4
ENSG00000089250,NOS1,U2OS,1.3,1.7,1.3
ENSG00000089280,FUS,U2OS,361.0,449.8,348.1
ENSG00000089289,IGBP1,U2OS,41.7,52.0,39.9
ENSG00000089327,FXYD5,U2OS,155.0,193.0,149.4
ENSG00000089472,HEPH,U2OS,1.1,1.4,1.0
ENSG00000089558,KCNH4,U2OS,0.0,0.0,0.0
ENSG00000089597,GANAB,U2OS,296.7,370.1,283.1
ENSG00000089639,GMIP,U2OS,4.2,5.3,4.0
ENSG00000089685,BIRC5,U2OS,164.1,204.6,157.0
ENSG00000089692,LAG3,U2OS,0.7,0.9,0.7
ENSG00000089723,OTUB2,U2OS,3.5,4.4,3.4
ENSG00000089737,DDX24,U2OS,2.6,3.2,2.5
ENSG00000089775,ZBTB25,U2OS,11.4,14.2,10.9
ENSG00000089876,DHX32,U2OS,12.5,15.6,12.0
ENSG00000090013,BLVRB,U2OS,111.7,139.3,106.8
ENSG00000090060,PAPOLA,U2OS,58.3,72.5,56.0
ENSG00000090266,NDUFB2,U2OS,199.1,248.3,191.3
ENSG00000090339,ICAM1,U2OS,1.1,1.4,1.1
ENSG00000090382,LYZ,U2OS,1.7,2.2,1.7
ENSG00000090447,TFAP4,U2OS,10.3,12.8,9.9
ENSG00000090530,P3H2,U2OS,15.2,19.0,14.4
ENSG00000090534,THPO,U2OS,1.4,1.7,1.3
ENSG00000090661,CERS4,U2OS,9.0,11.2,8.6
ENSG00000090674,MCOLN1,U2OS,7.6,9.5,7.3
ENSG00000090686,USP48,U2OS,31.5,39.2,30.1
ENSG00000090857,PDPR,U2OS,29.9,37.4,28.6
ENSG00000090889,KIF4A,U2OS,54.2,67.6,51.8
ENSG00000091010,POU4F3,U2OS,0.2,0.2,0.2
ENSG00000091073,DTX2,U2OS,17.4,21.7,16.6
ENSG00000091106,NLRC4,U2OS,0.2,0.3,0.2
ENSG00000091138,SLC26A3,U2OS,0.0,0.0,0.0
ENSG00000091140,DLD,U2OS,92.5,115.3,88.9
ENSG00000091181,IL5RA,U2OS,0.0,0.0,0.0
ENSG00000091409,ITGA6,U2OS,29.9,37.2,28.9
ENSG00000091483,FH,U2OS,85.2,106.0,82.1
ENSG00000091513,TF,U2OS,1.5,1.8,1.4
ENSG00000091536,MYO15A,U2OS,0.0,0.0,0.0
ENSG00000091583,APOH,U2OS,0.2,0.2,0.2
ENSG00000091592,NLRP1,U2OS,1.8,2.3,1.8
ENSG00000091622,PITPNM3,U2OS,4.1,5.1,3.9
ENSG00000091664,SLC17A6,U2OS,0.0,0.0,0.0
ENSG00000091704,CPA1,U2OS,0.9,1.1,0.9
ENSG00000091732,ZC3HC1,U2OS,10.7,13.3,10.3
ENSG00000091831,ESR1,U2OS,0.1,0.2,0.1
ENSG00000091844,RGS17,U2OS,1.0,1.3,1.0
ENSG00000091879,ANGPT2,U2OS,0.1,0.1,0.1
ENSG00000092054,MYH7,U2OS,0.0,0.0,0.0
ENSG00000092096,SLC22A17,U2OS,11.8,14.8,11.3
ENSG00000092098,RNF31,U2OS,11.1,13.9,10.6
ENSG00000092140,G2E3,U2OS,20.5,25.5,19.6
ENSG00000092148,HECTD1,U2OS,38.8,48.4,37.3
ENSG00000092201,SUPT16H,U2OS,105.7,131.7,101.5
ENSG00000092295,TGM1,U2OS,6.5,8.1,6.2
ENSG00000092439,TRPM7,U2OS,11.3,14.1,10.9
ENSG00000092445,TYRO3,U2OS,12.4,15.5,11.9
ENSG00000092529,CAPN3,U2OS,0.4,0.5,0.3
ENSG00000092607,TBX15,U2OS,3.9,4.8,3.7
ENSG00000092621,PHGDH,U2OS,180.1,224.4,171.2
ENSG00000092841,MYL6,U2OS,1111.0,1385.9,1068.7
ENSG00000092847,AGO1,U2OS,21.2,26.4,20.3
ENSG00000092964,DPYSL2,U2OS,34.4,42.9,32.7
ENSG00000093010,COMT,U2OS,76.7,95.5,73.6
ENSG00000093134,VNN3,U2OS,0.0,0.0,0.0
ENSG00000094631,HDAC6,U2OS,29.8,37.2,28.5
ENSG00000094804,CDC6,U2OS,152.1,189.8,145.9
ENSG00000094880,CDC23,U2OS,24.6,30.6,23.6
ENSG00000094963,FMO2,U2OS,0.0,0.0,0.0
ENSG00000095002,MSH2,U2OS,57.2,71.1,55.1
ENSG00000095015,MAP3K1,U2OS,5.9,7.4,5.7
ENSG00000095059,DHPS,U2OS,44.4,55.4,42.5
ENSG00000095303,PTGS1,U2OS,0.5,0.6,0.5
ENSG00000095321,CRAT,U2OS,1.4,1.8,1.3
ENSG00000095380,NANS,U2OS,68.3,85.0,65.6
ENSG00000095464,PDE6C,U2OS,0.1,0.1,0.1
ENSG00000095564,BTAF1,U2OS,10.9,13.6,10.4
ENSG00000095574,IKZF5,U2OS,4.2,5.2,4.0
ENSG00000095596,CYP26A1,U2OS,0.0,0.0,0.0
ENSG00000095752,IL11,U2OS,15.4,19.2,15.1
ENSG00000095777,MYO3A,U2OS,2.4,3.0,2.3
ENSG00000095794,CREM,U2OS,14.5,18.0,14.0
ENSG00000095906,NUBP2,U2OS,44.2,55.2,42.4
ENSG00000095917,TPSD1,U2OS,0.1,0.1,0.1
ENSG00000095951,HIVEP1,U2OS,5.7,7.2,5.5
ENSG00000095970,TREM2,U2OS,0.1,0.1,0.1
ENSG00000095981,KCNK16,U2OS,0.0,0.0,0.0
ENSG00000096060,FKBP5,U2OS,14.7,18.3,14.1
ENSG00000096063,SRPK1,U2OS,33.7,41.9,32.3
ENSG00000096070,BRPF3,U2OS,20.1,25.0,19.1
ENSG00000096088,PGC,U2OS,1.9,2.4,1.8
ENSG00000096264,NCR2,U2OS,0.0,0.0,0.0
ENSG00000096401,CDC5L,U2OS,29.0,36.1,27.8
ENSG00000096433,ITPR3,U2OS,22.7,28.3,21.6
ENSG00000096996,IL12RB1,U2OS,0.4,0.5,0.4
ENSG00000097007,ABL1,U2OS,43.0,53.5,41.1
ENSG00000097021,ACOT7,U2OS,70.6,88.0,67.9
ENSG00000097046,CDC7,U2OS,23.0,28.6,22.0
ENSG00000099139,PCSK5,U2OS,50.2,62.6,48.8
ENSG00000099194,SCD,U2OS,115.8,144.2,109.7
ENSG00000099203,TMED1,U2OS,38.7,48.3,37.1
ENSG00000099219,ERMP1,U2OS,5.2,6.5,5.0
ENSG00000099246,RAB18,U2OS,42.8,53.2,41.3
ENSG00000099250,NRP1,U2OS,36.1,45.0,34.3
ENSG00000099256,PRTFDC1,U2OS,17.2,21.5,16.5
ENSG00000099308,MAST3,U2OS,3.4,4.2,3.2
ENSG00000099326,MZF1,U2OS,4.6,5.8,4.4
ENSG00000099331,MYO9B,U2OS,26.0,32.4,24.9
ENSG00000099337,KCNK6,U2OS,4.8,6.0,4.6
ENSG00000099338,CATSPERG,U2OS,0.5,0.6,0.5
ENSG00000099364,FBXL19,U2OS,29.5,36.9,28.3
ENSG00000099377,HSD3B7,U2OS,2.9,3.7,2.8
ENSG00000099617,EFNA2,U2OS,5.9,7.3,5.6
ENSG00000099795,NDUFB7,U2OS,138.8,173.1,133.1
ENSG00000099804,CDC34,U2OS,41.6,51.8,40.0
ENSG00000099810,MTAP,U2OS,16.5,20.6,15.8
ENSG00000099817,POLR2E,U2OS,20.9,26.1,20.0
ENSG00000099875,MKNK2,U2OS,40.3,50.3,38.6
ENSG00000099917,MED15,U2OS,62.5,77.8,60.0
ENSG00000099942,CRKL,U2OS,78.6,98.0,75.1
ENSG00000099953,MMP11,U2OS,0.0,0.0,0.0
ENSG00000099956,SMARCB1,U2OS,6.9,8.6,6.6
ENSG00000099957,P2RX6,U2OS,0.4,0.5,0.3
ENSG00000099960,SLC7A4,U2OS,0.0,0.0,0.0
ENSG00000099999,RNF215,U2OS,17.8,22.2,17.0
ENSG00000100003,SEC14L2,U2OS,12.1,15.1,11.5
ENSG00000100012,SEC14L3,U2OS,0.1,0.2,0.1
ENSG00000100023,PPIL2,U2OS,24.9,31.0,23.8
ENSG00000100033,PRODH,U2OS,0.0,0.0,0.0
ENSG00000100034,PPM1F,U2OS,34.5,43.1,33.0
ENSG00000100038,TOP3B,U2OS,29.7,37.1,28.5
ENSG00000100060,MFNG,U2OS,6.6,8.3,6.3
ENSG00000100065,CARD10,U2OS,28.1,35.1,26.8
ENSG00000100075,SLC25A1,U2OS,72.9,90.8,69.5
ENSG00000100078,PLA2G3,U2OS,0.0,0.0,0.0
ENSG00000100079,LGALS2,U2OS,0.9,1.2,0.9
ENSG00000100084,HIRA,U2OS,35.5,44.2,34.0
ENSG00000100097,LGALS1,U2OS,5012.6,6269.3,4792.7
ENSG00000100105,PATZ1,U2OS,28.5,35.5,27.3
ENSG00000100116,GCAT,U2OS,10.9,13.6,10.5
ENSG00000100121,GGTLC2,U2OS,5.1,6.3,4.8
ENSG00000100142,POLR2F,U2OS,168.7,210.2,163.1
ENSG00000100146,SOX10,U2OS,0.2,0.2,0.2
ENSG00000100151,PICK1,U2OS,13.0,16.3,12.5
ENSG00000100170,SLC5A1,U2OS,0.0,0.0,0.0
ENSG00000100191,SLC5A4,U2OS,0.2,0.3,0.2
ENSG00000100196,KDELR3,U2OS,32.5,40.6,31.0
ENSG00000100197,CYP2D6,U2OS,0.3,0.4,0.3
ENSG00000100201,DDX17,U2OS,79.6,99.3,76.2
ENSG00000100206,DMC1,U2OS,1.1,1.4,1.0
ENSG00000100219,XBP1,U2OS,56.5,70.3,54.1
ENSG00000100226,GTPBP1,U2OS,24.4,30.4,23.3
ENSG00000100228,RAB36,U2OS,2.6,3.3,2.5
ENSG00000100234,TIMP3,U2OS,23.9,29.8,22.8
ENSG00000100241,SBF1,U2OS,47.9,59.6,46.0
ENSG00000100243,CYB5R3,U2OS,183.4,228.6,175.7
ENSG00000100246,DNAL4,U2OS,11.8,14.8,11.3
ENSG00000100253,MIOX,U2OS,0.5,0.7,0.5
ENSG00000100271,TTLL1,U2OS,3.2,4.0,3.0
ENSG00000100276,RASL10A,U2OS,0.9,1.1,0.9
ENSG00000100284,TOM1,U2OS,32.1,40.1,30.8
ENSG00000100288,CHKB,U2OS,2.2,2.7,2.1
ENSG00000100292,HMOX1,U2OS,21.5,26.7,20.5
ENSG00000100294,MCAT,U2OS,17.6,21.9,16.9
ENSG00000100297,MCM5,U2OS,162.7,203.0,155.7
ENSG00000100299,ARSA,U2OS,16.7,20.8,15.9
ENSG00000100311,PDGFB,U2OS,12.2,15.3,11.6
ENSG00000100320,RBFOX2,U2OS,53.3,66.4,51.2
ENSG00000100324,TAB1,U2OS,21.0,26.2,20.1
ENSG00000100330,MTMR3,U2OS,18.5,23.1,17.7
ENSG00000100342,APOL1,U2OS,11.4,14.2,10.9
ENSG00000100345,MYH9,U2OS,350.9,437.3,336.9
ENSG00000100348,TXN2,U2OS,107.6,134.3,103.2
ENSG00000100353,EIF3D,U2OS,208.3,259.5,200.0
ENSG00000100360,IFT27,U2OS,9.3,11.6,8.9
ENSG00000100380,ST13,U2OS,224.8,280.3,215.2
ENSG00000100385,IL2RB,U2OS,11.3,14.0,10.8
ENSG00000100387,RBX1,U2OS,76.6,95.3,74.0
ENSG00000100393,EP300,U2OS,26.0,32.5,25.0
ENSG00000100410,PHF5A,U2OS,96.2,120.0,92.8
ENSG00000100412,ACO2,U2OS,64.2,79.9,61.4
ENSG00000100413,POLR3H,U2OS,28.0,34.9,26.9
ENSG00000100416,TRMU,U2OS,15.4,19.1,14.9
ENSG00000100422,CERK,U2OS,28.3,35.4,27.2
ENSG00000100429,HDAC10,U2OS,5.4,6.7,5.2
ENSG00000100439,ABHD4,U2OS,14.9,18.6,14.2
ENSG00000100442,FKBP3,U2OS,176.0,219.0,169.5
ENSG00000100448,CTSG,U2OS,0.5,0.6,0.5
ENSG00000100453,GZMB,U2OS,0.0,0.0,0.0
ENSG00000100462,PRMT5,U2OS,94.4,117.7,90.7
ENSG00000100479,POLE2,U2OS,35.7,44.5,34.3
ENSG00000100504,PYGL,U2OS,44.9,55.9,43.0
ENSG00000100505,TRIM9,U2OS,0.9,1.2,0.9
ENSG00000100519,PSMC6,U2OS,149.2,185.8,143.9
ENSG00000100522,GNPNAT1,U2OS,45.5,56.6,43.9
ENSG00000100523,DDHD1,U2OS,12.5,15.5,11.9
ENSG00000100526,CDKN3,U2OS,215.4,268.7,206.5
ENSG00000100532,CGRRF1,U2OS,12.8,15.9,12.3
ENSG00000100554,ATP6V1D,U2OS,99.0,123.2,95.7
ENSG00000100564,PIGH,U2OS,20.3,25.2,19.5
ENSG00000100567,PSMA3,U2OS,257.0,320.1,248.5
ENSG00000100577,GSTZ1,U2OS,66.9,83.6,63.7
ENSG00000100591,AHSA1,U2OS,150.4,187.2,144.5
ENSG00000100596,SPTLC2,U2OS,16.3,20.4,15.6
ENSG00000100600,LGMN,U2OS,53.3,66.5,50.9
ENSG00000100601,ALKBH1,U2OS,4.5,5.6,4.3
ENSG00000100603,SNW1,U2OS,71.7,89.3,68.9
ENSG00000100612,DHRS7,U2OS,38.0,47.3,36.4
ENSG00000100625,SIX4,U2OS,14.3,17.9,13.7
ENSG00000100626,GALNT16,U2OS,21.3,26.6,20.3
ENSG00000100628,ASB2,U2OS,0.0,0.0,0.0
ENSG00000100644,HIF1A,U2OS,127.9,159.2,123.0
ENSG00000100652,SLC10A1,U2OS,0.1,0.2,0.1
ENSG00000100664,EIF5,U2OS,88.3,110.0,84.7
ENSG00000100665,SERPINA4,U2OS,0.0,0.0,0.0
ENSG00000100678,SLC8A3,U2OS,0.0,0.0,0.0
ENSG00000100714,MTHFD1,U2OS,170.5,212.5,163.5
ENSG00000100749,VRK1,U2OS,21.3,26.5,20.5
ENSG00000100764,PSMC1,U2OS,75.4,93.8,72.8
ENSG00000100784,RPS6KA5,U2OS,1.5,1.9,1.5
ENSG00000100804,PSMB5,U2OS,205.8,256.5,198.1
ENSG00000100811,YY1,U2OS,36.8,45.7,35.4
ENSG00000100813,ACIN1,U2OS,66.8,83.3,64.1
ENSG00000100814,CCNB1IP1,U2OS,36.8,45.9,35.4
ENSG00000100815,TRIP11,U2OS,10.4,13.0,10.0
ENSG00000100823,APEX1,U2OS,317.4,396.0,304.2
ENSG00000100852,ARHGAP5,U2OS,54.3,67.6,51.9
ENSG00000100867,DHRS2,U2OS,1443.9,1801.1,1377.9
ENSG00000100888,CHD8,U2OS,22.3,27.9,21.4
ENSG00000100889,PCK2,U2OS,20.1,25.0,19.1
ENSG00000100902,PSMA6,U2OS,209.0,260.2,201.3
ENSG00000100938,GMPR2,U2OS,17.2,21.4,16.4
ENSG00000100949,RABGGTA,U2OS,8.7,10.8,8.3
ENSG00000100968,NFATC4,U2OS,4.2,5.3,4.0
ENSG00000100979,PLTP,U2OS,0.8,1.0,0.8
ENSG00000100983,GSS,U2OS,56.3,70.2,54.0
ENSG00000100987,VSX1,U2OS,0.0,0.0,0.0
ENSG00000100991,TRPC4AP,U2OS,56.1,69.9,53.7
ENSG00000100994,PYGB,U2OS,35.4,44.2,33.9
ENSG00000100997,ABHD12,U2OS,62.7,78.1,60.1
ENSG00000101000,PROCR,U2OS,44.4,55.4,42.5
ENSG00000101017,CD40,U2OS,50.2,62.7,48.1
ENSG00000101040,ZMYND8,U2OS,18.4,22.9,17.5
ENSG00000101049,SGK2,U2OS,0.3,0.4,0.3
ENSG00000101057,MYBL2,U2OS,276.3,344.5,264.7
ENSG00000101076,HNF4A,U2OS,0.1,0.1,0.1
ENSG00000101096,NFATC2,U2OS,3.0,3.8,2.9
ENSG00000101109,STK4,U2OS,28.1,35.1,27.0
ENSG00000101115,SALL4,U2OS,3.7,4.6,3.5
ENSG00000101126,ADNP,U2OS,68.6,85.5,65.8
ENSG00000101144,BMP7,U2OS,12.0,14.9,11.4
ENSG00000101146,RAE1,U2OS,60.4,75.3,58.2
ENSG00000101160,CTSZ,U2OS,192.7,240.6,184.3
